job_id,learner,task,measure,batch_nr,errors,warnings,ce,bacc,logloss,auc,mcc,alpha,lambda,x_domain_alpha,x_domain_lambda,runtime_learners,timestamp,y_trafo,acq_log_ei,.already_evaluated
8,glmnet,blood-transfusion-service-center,bacc,15,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.0947959938365966,0.440345802971293,0.0947959938365966,1.55324424212787,327.548,2024-07-10T22:00:57.221143Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,16,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.878276524399407,8.58479101458618,0.878276524399407,5349.67459452085,364.908,2024-07-10T22:01:36.804408Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,17,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.635660341456533,1.86452402063527,0.635660341456533,6.45286372493011,513.481,2024-07-10T22:02:32.716899Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,18,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.529002333628014,4.49436796821138,0.529002333628014,89.5115769409678,436.695,2024-07-10T22:03:24.324268Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,19,0,0,0.228576576576577,0.546706226350189,0.477154780074102,0.753732370141039,0.183319939735615,0.775596334906295,-6.86296280394543,0.775596334906295,0.00104581080553836,378.697,2024-07-10T22:04:04.935057Z,-6.90875477931567,,
8,glmnet,blood-transfusion-service-center,bacc,20,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.806474566813558,1.57021457436838,0.806474566813558,4.80767968793752,354.087,2024-07-10T22:04:43.036557Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,21,0,0,0.229945945945946,0.534098727210182,0.478918806130511,0.756060084852655,0.170596353346396,0.972506191655994,-4.58261750946505,0.972506191655994,0.0102280891076257,298.396,2024-07-10T22:05:15.888810Z,-1.30688738272144,,
8,glmnet,blood-transfusion-service-center,bacc,22,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.883908282937482,5.61152583073872,0.883908282937482,273.561328002656,298.381,2024-07-10T22:05:47.615213Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,23,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.395945748961531,-0.907543399464203,0.395945748961531,0.403514280847211,337.048,2024-07-10T22:06:26.061915Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,24,0,0,0.231243243243243,0.516116271069832,0.498894773342562,0.733915262011237,0.107157892150557,0.717877173167653,-2.96720185442638,0.717877173167653,0.0514470654927744,299.551,2024-07-10T22:06:57.915701Z,-0.422679602399648,,
8,glmnet,blood-transfusion-service-center,bacc,25,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.209908500211313,5.00497010589088,0.209908500211313,149.152624306915,503.403,2024-07-10T22:07:59.582120Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,26,0,0,0.228576576576577,0.546706226350189,0.477209862227378,0.753629170966632,0.183319939735615,0.0493932114960626,-8.32749861463692,0.0493932114960626,0.000241776064229242,412.509000000001,2024-07-10T22:08:47.071368Z,-6.90875477931567,,
8,glmnet,blood-transfusion-service-center,bacc,27,0,0,0.228576576576577,0.546706226350189,0.477218417776792,0.753629170966632,0.183319939735615,0.59536106927786,-8.65890011852014,0.59536106927786,0.00017357511400493,407.534000000001,2024-07-10T22:09:34.458384Z,-6.90875477931567,,
8,glmnet,blood-transfusion-service-center,bacc,28,0,0,0.228576576576577,0.546706226350189,0.477071593290097,0.753933035202385,0.183319939735615,0.186174683789723,-6.1057203530623,0.186174683789723,0.00223007435043806,535.549,2024-07-10T22:10:32.781590Z,-6.90875477931567,,
8,glmnet,blood-transfusion-service-center,bacc,29,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.724594407179393,7.9120282013761,0.724594407179393,2729.92168615136,357.409,2024-07-10T22:11:12.085553Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,30,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.300906300032511,1.18190112462936,0.300906300032511,3.26056705867005,367.393,2024-07-10T22:11:52.451030Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,31,0,0,0.224576576576577,0.533806329549364,0.483054634793116,0.755056759545924,0.181737422942021,0.832418949226849,-3.90021435356727,0.832418949226849,0.0202375729848764,264.452,2024-07-10T22:12:20.084328Z,-1.28404354344598,,
8,glmnet,blood-transfusion-service-center,bacc,32,0,0,0.22990990990991,0.518894048847609,0.49945345447787,0.735595115239078,0.127844311075251,0.505333780772053,-2.74940681772315,0.505333780772053,0.0639657933301918,384.328,2024-07-10T22:13:04.318831Z,-0.517725082288027,,
8,glmnet,blood-transfusion-service-center,bacc,33,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.0170567263197154,6.03992306848045,0.0170567263197154,419.860733119979,326.169,2024-07-10T22:13:39.134212Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,34,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.955090115792118,3.48770604315042,0.955090115792118,32.7108243547276,308.141,2024-07-10T22:14:15.093302Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,35,0,0,0.228576576576577,0.546706226350189,0.47719498941887,0.753732370141039,0.183319939735615,0.447716739936732,-7.79522001442758,0.447716739936732,0.000411698194600995,234.374,2024-07-10T22:14:42.927021Z,-6.90875477931567,,
8,glmnet,blood-transfusion-service-center,bacc,36,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.345602156510577,6.29012571610824,0.345602156510577,539.221113603632,320.996,2024-07-10T22:15:17.205309Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,37,0,0,0.236594594594595,0.50484176126591,0.51631742782773,0.727964109620456,0.0355853146788762,0.155092927291989,-1.46154502120376,0.155092927291989,0.231877741802828,439.847,2024-07-10T22:16:04.540372Z,-0.109324572893416,,
8,glmnet,blood-transfusion-service-center,bacc,38,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.672294265367091,-0.709102062266377,0.672294265367091,0.492085861601155,441.241000000001,2024-07-10T22:16:53.792568Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,39,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.755975769357756,4.33378089176575,0.755975769357756,76.2319671988917,331.987000000001,2024-07-10T22:17:36.080074Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,40,0,0,0.22590990990991,0.534829721362229,0.481883687226635,0.758617131062952,0.180657900940063,0.322163566523232,-3.49500847399368,0.322163566523232,0.0303484912626095,346.165,2024-07-10T22:18:23.974128Z,-1.36638996014727,,
8,glmnet,blood-transfusion-service-center,bacc,41,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.174244345063344,2.76526550359261,0.174244345063344,15.883256492502,328.489000000001,2024-07-10T22:18:58.885522Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,42,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.547889600233175,9.04931718364396,0.547889600233175,8512.72331292659,476.312,2024-07-10T22:19:49.628854Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,43,0,0,0.228576576576577,0.546706226350189,0.477225807702277,0.753629170966632,0.183319939735615,0.224474868350662,-8.96532371599897,0.224474868350662,0.000127764259341358,461.586000000001,2024-07-10T22:20:43.478279Z,-6.90875477931567,,
8,glmnet,blood-transfusion-service-center,bacc,44,0,0,0.228576576576577,0.546706226350189,0.477183199185967,0.753829836027979,0.183319939735615,0.910864942278713,-7.39799981157581,0.910864942278713,0.000612476605378165,370.289,2024-07-10T22:21:22.948945Z,-6.90875477931567,,
